,index,GA_EventID,DATESTR,DATENUM,TYPE,DEPENDENCE,LON,LAT,DEP,LOCSRC,PREFMW,PREFMWSRC,PREFMS,PREFMSSRC,PREFmb,PREFmbSRC,PREFML,PREFMLSRC,MLREGION,REVML,MX_ORIGML,MX_TYPE,MX_REVML,MX_REVMLTYPE,MX_REVMLSRC,MS2MW,mb2MW,ML2MW,PREFMW.1,PREFMWSRC.1,COMM,MLa_net,MLa01_net,MLa05_net,MLa075_net,MLa_nob,MLa01_nob,MLa05_nob,MLa075_nob,Region,MLa_dmn,MLa_dmx,MLa05_dmn,MLa05_dmx,MLa075_dmn,MLa075_dmx,MLa01_dmn,MLa01_dmx,Catalogue,Event Type,AntelopeID,AntelopeML,SeiscompML
3096,,ga2019qfivcx,2019-08-18 12:49:44,,,,133.859436,-19.81233788,10.0,,,,,,,,,,,,,,,,,,,,,,,3.4541842450000004,3.4758327280000003,3.454809934,3.469562409,6.0,6.0,6.0,6.0,SWAustralia,54.11584956906212,708.1530499094114,54.11584956906212,708.1530499094114,54.11584956906212,708.1530499094114,54.11584956906212,708.1530499094114,SeisComP,earthquake,,,3.592418322
3097,,ga2019qfxogf,2019-08-18 20:14:38,,,,120.2810516,-18.15700912,10.0,,,,,,,,,,,,,,,,,,,,,,,3.4389088515,3.4415479435,3.3965458035,3.39498137,10.0,10.0,10.0,10.0,SWAustralia,337.2835127425852,567.1784524874726,337.2835127425852,567.1784524874726,337.2835127425852,567.1784524874726,337.2835127425852,567.1784524874726,SeisComP,earthquake,,,3.475653865
3098,,ga2019qggeqs,2019-08-19 00:35:04,,,,134.0241394,-19.74755669,10.0,,,,,,,,,,,,,,,,,,,,,,,2.43565998,2.421780487,2.682913055,2.621182546,3.0,3.0,5.0,5.0,SWAustralia,38.69927433554552,798.7333414578126,38.69927433554552,798.7333414578126,38.69927433554552,798.7333414578126,38.69927433554552,798.7333414578126,SeisComP,earthquake,,,2.4978253
3099,,ga2019qglofe,2019-08-19 03:16:58,,,,120.2803345,-18.20627594,10.0,,,,,,,,,,,,,,,,,,,,,,,3.074785655,3.034042317,2.565857039,2.3522095365,3.0,3.0,5.0,6.0,SWAustralia,331.89755062520265,799.4523466931422,331.89755062520265,799.4523466931422,331.89755062520265,799.4523466931422,331.89755062520265,799.4523466931422,SeisComP,earthquake,,,2.597532264
3100,,ga2019qhemid,2019-08-19 12:48:00,,,,120.2456894,-18.54884911,10.0,,,,,,,,,,,,,,,,,,,,,,,2.86088014,2.881798723,2.384868183,2.234650582,1.0,1.0,7.0,9.0,SWAustralia,293.9296586324698,773.2606898900833,293.9296586324698,773.2606898900833,293.9296586324698,773.2606898900833,293.9296586324698,773.2606898900833,SeisComP,earthquake,,,2.948781287
3101,,ga2019qhutzz,2019-08-19 20:59:41,,,,151.1274109,-34.2905159,10.0,,,,,,,,,,,,,,,,,,,,,,,2.246171259,2.232055227,2.210375925,2.21206299,11.0,11.0,11.0,11.0,SEAustralia,41.00947618134281,793.2884292930518,41.00947618134281,793.2884292930518,41.00947618134281,793.2884292930518,41.00947618134281,793.2884292930518,SeisComP,earthquake,,,1.975271713
3102,,ga2019qhuver,2019-08-19 21:01:06,,,,120.2731323,-18.43244743,10.0,,,,,,,,,,,,,,,,,,,,,,,,,2.485440615,2.3367072215,0.0,0.0,5.0,8.0,SWAustralia,307.12628005473454,783.3621166536507,307.12628005473454,783.3621166536507,307.12628005473454,783.3621166536507,307.12628005473454,783.3621166536507,SeisComP,earthquake,,,3.114765108
3103,,ga2019qhvluy,2019-08-19 21:20:23,,,,151.1257935,-34.24901199,10.0,,,,,,,,,,,,,,,,,,,,,,,2.619726893,2.6373952585,2.5233278439999998,2.342087561,12.0,12.0,14.0,15.0,SEAustralia,36.5674227748132,788.8559901257858,36.5674227748132,788.8559901257858,36.5674227748132,788.8559901257858,36.5674227748132,788.8559901257858,SeisComP,earthquake,,,2.027963891
3104,,ga2019qhykqy,2019-08-19 22:49:29,,,,120.2526093,-18.28921318,10.0,,,,,,,,,,,,,,,,,,,,,,,2.951365337,2.946267862,2.522704573,2.322229136,6.0,5.0,5.0,7.0,SWAustralia,322.3529875243379,791.421974845343,322.3529875243379,791.421974845343,322.3529875243379,791.421974845343,322.3529875243379,791.421974845343,SeisComP,earthquake,,,2.829633757
3105,,ga2019qjohal,2019-08-20 19:53:22,,,,120.3510971,-18.30431747,10.0,,,,,,,,,,,,,,,,,,,,,,,2.897150977,2.909822744,2.665457742,2.580657537,7.0,7.0,9.0,9.0,SWAustralia,322.62403986167027,798.5619034795488,322.62403986167027,798.5619034795488,322.62403986167027,798.5619034795488,322.62403986167027,798.5619034795488,SeisComP,earthquake,,,2.818757284
3106,,ga2019qkgkvi,2019-08-21 05:00:07,,,,120.5276031,-18.59650612,10.0,,,,,,,,,,,,,,,,,,,,,,,2.95419776,2.9274006139999997,2.6976928485,2.6741169355,8.0,6.0,10.0,10.0,SWAustralia,295.6770169345213,794.1775740947793,295.6770169345213,794.1775740947793,295.6770169345213,794.1775740947793,295.6770169345213,794.1775740947793,SeisComP,earthquake,,,2.969802409
3107,,ga2019qkltuv,2019-08-21 07:41:26,,,,120.2564163,-18.4238224,10.0,,,,,,,,,,,,,,,,,,,,,,,2.841486948,2.771341459,2.718778343,2.6928252290000003,1.0,1.0,9.0,10.0,SWAustralia,307.7469089374635,782.54545467425,307.7469089374635,782.54545467425,307.7469089374635,782.54545467425,307.7469089374635,782.54545467425,SeisComP,earthquake,,,2.861003831
3108,,ga2019qlcljh,2019-08-21 16:04:28,,,,120.3155212,-18.20752716,10.0,,,,,,,,,,,,,,,,,,,,,,,3.4292466685000003,3.4148060454999998,3.4150148715,3.431019119,10.0,10.0,10.0,10.0,SWAustralia,332.421000382078,563.5425228223966,332.421000382078,563.5425228223966,332.421000382078,563.5425228223966,332.421000382078,563.5425228223966,SeisComP,earthquake,,,3.416290018
3109,,ga2019qohfsq,2019-08-23 09:42:17,,,,119.5687103,-17.96045494,10.0,,,,,,,,,,,,,,,,,,,,,,,2.943361156,2.985965386,2.3677650265,2.179151292,2.0,3.0,6.0,9.0,SWAustralia,354.486629925018,760.8725890784759,354.486629925018,760.8725890784759,354.486629925018,760.8725890784759,354.486629925018,760.8725890784759,SeisComP,earthquake,,,2.834450594
3110,,ga2019qondnd,2019-08-23 12:40:43,,,,148.7085266,-36.19738388,10.0,,,,,,,,,,,,,,,,,,,,,,,4.039397334,2.287732353,2.0121450935,1.929648702,3.0,3.0,4.0,5.0,SEAustralia,114.41962073241598,754.7219397219027,114.41962073241598,754.7219397219027,114.41962073241598,754.7219397219027,114.41962073241598,754.7219397219027,SeisComP,earthquake,,,2.204600887
3111,,ga2019qpfjvv,2019-08-23 21:51:11,,,,117.4338608,-34.74762344,10.0,,,,,,,,,,,,,,,,,,,,,,,2.511768488,2.539158101,2.7445750195,2.299202848,3.0,3.0,4.0,3.0,SWAustralia,44.56214878454268,648.6160769231748,44.56214878454268,648.6160769231748,44.56214878454268,648.6160769231748,44.56214878454268,648.6160769231748,SeisComP,earthquake,,,2.243776006
3112,,ga2019qpydol,2019-08-24 07:17:10,,,,148.6519318,-36.27189636,10.0,,,,,,,,,,,,,,,,,,,,,,,3.780911019,3.774651313,3.380545206,1.759850666,4.0,4.0,5.0,3.0,SEAustralia,124.12760907857228,745.7905964151058,124.12760907857228,745.7905964151058,124.12760907857228,745.7905964151058,124.12760907857228,745.7905964151058,SeisComP,earthquake,,,2.167172162
3113,,ga2019qsaavw,2019-08-25 10:24:21,,,,120.2945328,-18.08137512,10.0,,,,,,,,,,,,,,,,,,,,,,,2.9627301075,2.959939479,2.917297863,2.898118425,10.0,9.0,10.0,11.0,SWAustralia,183.47770188037646,565.8391099001022,183.47770188037646,565.8391099001022,183.47770188037646,565.8391099001022,183.47770188037646,565.8391099001022,SeisComP,earthquake,,,3.015233524
3114,,ga2019qscdkn,2019-08-25 11:26:35,,,,120.3008347,-18.24111938,10.0,,,,,,,,,,,,,,,,,,,,,,,2.745398946,2.825027351,2.632625303,2.6180379785,9.0,8.0,11.0,10.0,SWAustralia,170.76583184521994,798.7280146648933,170.76583184521994,798.7280146648933,170.76583184521994,798.7280146648933,170.76583184521994,798.7280146648933,SeisComP,earthquake,,,2.726496345
3115,,ga2019qwnyfu,2019-08-27 21:40:37,,,,120.4802856,-18.78668594,10.0,,,,,,,,,,,,,,,,,,,,,,,2.587259822,2.583881676,2.09775269,2.0416970375,6.0,8.0,9.0,10.0,SWAustralia,120.88294107941964,778.0448679370539,120.88294107941964,778.0448679370539,120.88294107941964,778.0448679370539,120.88294107941964,778.0448679370539,SeisComP,earthquake,,,2.55869717
3116,,ga2019qwwrif,2019-08-28 02:04:08,,,,118.4429855,-33.94300842,10.0,,,,,,,,,,,,,,,,,,,,,,,3.178805875,3.0737431025,3.055594347,3.071676446,7.0,8.0,9.0,9.0,SWAustralia,153.88198901812683,586.6997469894015,153.88198901812683,586.6997469894015,153.88198901812683,586.6997469894015,153.88198901812683,586.6997469894015,SeisComP,earthquake,,,3.055584012
3117,,ga2019qxfttj,2019-08-28 06:38:29,,,,138.3425598,-32.84781647,10.0,,,,,,,,,,,,,,,,,,,,,,,2.9470931765,2.94481594,2.531131984,2.352837729,6.0,6.0,12.0,13.0,SAustralia,41.368869426810996,707.8831694640794,41.368869426810996,707.8831694640794,41.368869426810996,707.8831694640794,41.368869426810996,707.8831694640794,SeisComP,earthquake,,,2.217460208
3118,,ga2019qxmurh,2019-08-28 10:10:57,,,,120.2449036,-18.43661118,10.0,,,,,,,,,,,,,,,,,,,,,,,2.512261871,2.5040641,2.162011882,2.153063718,7.0,7.0,9.0,9.0,SWAustralia,306.13960612057036,780.7178177937644,306.13960612057036,780.7178177937644,306.13960612057036,780.7178177937644,306.13960612057036,780.7178177937644,SeisComP,earthquake,,,2.490935212
3119,,ga2019qzjtye,2019-08-29 10:48:14,,,,120.2345123,-18.11176109,10.0,,,,,,,,,,,,,,,,,,,,,,,2.957656933,2.952001626,2.882823796,2.884176089,10.0,9.0,11.0,11.0,SWAustralia,185.63186063965782,572.1412706573104,185.63186063965782,572.1412706573104,185.63186063965782,572.1412706573104,185.63186063965782,572.1412706573104,SeisComP,earthquake,,,3.096330233
3120,,ga2019qzpsvz,2019-08-29 13:48:09,,,,138.2163239,-32.8555069,10.0,,,,,,,,,,,,,,,,,,,,,,,2.6193507425,2.032959589,2.3860776735,2.083747584,4.0,3.0,6.0,7.0,SAustralia,36.858731109064124,719.6730609308951,36.858731109064124,719.6730609308951,36.858731109064124,719.6730609308951,36.858731109064124,719.6730609308951,SeisComP,earthquake,,,1.988328437
3121,,ga2019raejur,2019-08-29 21:10:12,,,,120.1994553,-18.42013741,10.0,,,,,,,,,,,,,,,,,,,,,,,3.0992736705,3.898421101,2.3612015680000003,2.2787577145,2.0,1.0,8.0,8.0,SWAustralia,167.00923299623267,778.0404960882038,167.00923299623267,778.0404960882038,167.00923299623267,778.0404960882038,167.00923299623267,778.0404960882038,SeisComP,earthquake,,,3.096401479
3122,,ga2019raluxm,2019-08-30 00:54:17,,,,118.388443,-33.93750381,10.0,,,,,,,,,,,,,,,,,,,,,,,3.466683743,3.440575653,3.3802706165,3.067042165,2.0,4.0,4.0,3.0,SWAustralia,125.91531064071069,584.1444207376016,125.91531064071069,584.1444207376016,125.91531064071069,584.1444207376016,125.91531064071069,584.1444207376016,SeisComP,earthquake,,,2.778749666
3123,,ga2019rbbumf,2019-08-30 08:56:33,,,,116.9236069,-30.53745651,10.0,,,,,,,,,,,,,,,,,,,,,,,2.422880187,2.431751602,2.109232801,2.174555936,1.0,1.0,4.0,5.0,SWAustralia,22.287282879416892,731.1728660376835,22.287282879416892,731.1728660376835,22.287282879416892,731.1728660376835,22.287282879416892,731.1728660376835,SeisComP,earthquake,,,1.981176089
3124,,ga2019rbfiyn,2019-08-30 10:43:51,,,,120.2257767,-18.54815292,10.0,,,,,,,,,,,,,,,,,,,,,,,3.4983565225,3.074490579,3.737332105,2.019423046,2.0,1.0,1.0,5.0,SWAustralia,157.06920077917,771.6270012413764,157.06920077917,771.6270012413764,157.06920077917,771.6270012413764,157.06920077917,771.6270012413764,SeisComP,earthquake,,,2.619906005
3125,,ga2019rbmtrn,2019-08-30 14:27:31,,,,138.8223419,-34.89051819,10.0,,,,,,,,,,,,,,,,,,,,,,,2.3496847435,2.335132701,2.656353138,2.386034941,4.0,4.0,6.0,8.0,SAustralia,20.418203599914744,740.2638283730801,20.418203599914744,740.2638283730801,20.418203599914744,740.2638283730801,20.418203599914744,740.2638283730801,SeisComP,earthquake,,,1.987997369
3126,,ga2019rbprtd,2019-08-30 15:55:47,,,,145.9729309,-36.4794426,10.0,,,,,,,,,,,,,,,,,,,,,,,2.936157215,3.363745766,2.776937903,2.5663610295000003,5.0,5.0,14.0,18.0,SEAustralia,117.73683538442761,764.8639600638503,117.73683538442761,764.8639600638503,117.73683538442761,764.8639600638503,117.73683538442761,764.8639600638503,SeisComP,earthquake,,,2.710798586
3127,,ga2019rbtvrr,2019-08-30 18:01:03,,,,120.0796051,-18.36205864,10.0,,,,,,,,,,,,,,,,,,,,,,,3.085442122,,2.201023812,1.922006239,1.0,0.0,3.0,5.0,SWAustralia,181.10458673769406,772.1072808359565,181.10458673769406,772.1072808359565,181.10458673769406,772.1072808359565,181.10458673769406,772.1072808359565,SeisComP,earthquake,,,2.54784946
3128,,ga2019rbunpe,2019-08-30 18:21:50,,,,120.0584259,-18.27313232,10.0,,,,,,,,,,,,,,,,,,,,,,,,2.762656988,2.244564989,2.033395159,0.0,1.0,3.0,9.0,SWAustralia,188.55623733194497,776.5902008515886,188.55623733194497,776.5902008515886,188.55623733194497,776.5902008515886,188.55623733194497,776.5902008515886,SeisComP,earthquake,,,2.648793362
3129,,ga2019rccjti,2019-08-30 22:18:46,,,,120.2117462,-18.32513428,10.0,,,,,,,,,,,,,,,,,,,,,,,2.635576631,2.814201963,2.284441475,2.024147947,2.0,1.0,5.0,5.0,SWAustralia,172.10843013081154,785.5659496957597,172.10843013081154,785.5659496957597,172.10843013081154,785.5659496957597,172.10843013081154,785.5659496957597,SeisComP,earthquake,,,2.724527159
3130,,ga2019rcrnwo,2019-08-31 05:56:06,,,,117.4349213,-34.76396942,10.0,,,,,,,,,,,,,,,,,,,,,,,2.6572995025,2.71624832,2.495252495,2.401978673,4.0,3.0,2.0,5.0,SWAustralia,45.30431374610642,649.1838198121818,45.30431374610642,649.1838198121818,45.30431374610642,649.1838198121818,45.30431374610642,649.1838198121818,SeisComP,earthquake,,,2.791706895
3131,,ga2019rdqrpe,2019-08-31 18:34:11,,,,120.2577896,-18.08604431,10.0,,,,,,,,,,,,,,,,,,,,,,,3.649147232,3.646529692,3.629338427,3.605557587,11.0,11.0,11.0,11.0,SWAustralia,185.84927459263244,569.7189953330361,185.84927459263244,569.7189953330361,185.84927459263244,569.7189953330361,185.84927459263244,569.7189953330361,SeisComP,earthquake,,,3.534195141
3132,,ga2019rdvncw,2019-08-31 21:00:25,,,,134.3556671,-35.36056519,10.0,,,,,,,,,,,,,,,,,,,,,,,4.179961232,4.164904762,4.1723103009999996,4.165282829500001,13.0,13.0,14.0,14.0,SWAustralia,241.03278661553836,774.8292060859418,241.03278661553836,774.8292060859418,241.03278661553836,774.8292060859418,241.03278661553836,774.8292060859418,SeisComP,earthquake,,,3.965019757
3133,,ga2019rdweur,2019-08-31 21:20:54,,,,120.2784653,-18.18991661,10.0,,,,,,,,,,,,,,,,,,,,,,,2.924308195,2.923140642,2.8966480844999998,2.877114804,9.0,9.0,10.0,9.0,SWAustralia,333.6476901650093,567.4524561929134,333.6476901650093,567.4524561929134,333.6476901650093,567.4524561929134,333.6476901650093,567.4524561929134,SeisComP,earthquake,,,2.999789477
3134,,ga2019rfgjsk,2019-09-01 15:32:58,,,,149.2238922,-35.16878128,1.294751644,,,,,,,,,,,,,,,,,,,,,,,2.1746034114999997,2.2018526475,2.190577937,2.226203335,6.0,6.0,6.0,7.0,SEAustralia,17.822927007666998,796.8382266912731,17.822927007666998,796.8382266912731,17.822927007666998,796.8382266912731,17.822927007666998,796.8382266912731,SeisComP,earthquake,,,2.015537838
3135,,ga2019rhhgtx,2019-09-02 18:08:33,,,,151.002594,-32.25389099,10.0,,,,,,,,,,,,,,,,,,,,,,,2.840545937,2.794008819,2.643993513,2.50632873,5.0,5.0,9.0,9.0,SEAustralia,103.65462947044831,775.3843496104755,103.65462947044831,775.3843496104755,103.65462947044831,775.3843496104755,103.65462947044831,775.3843496104755,SeisComP,earthquake,,,2.466939108
3136,,ga2019rhqwyr,2019-09-02 22:58:46,,,,120.4089737,-18.22663307,10.0,,,,,,,,,,,,,,,,,,,,,,,2.86062525,2.663478616,2.3318444195,2.133440931,1.0,3.0,4.0,6.0,SWAustralia,163.5336199294809,553.6774613053108,163.5336199294809,553.6774613053108,163.5336199294809,553.6774613053108,163.5336199294809,553.6774613053108,SeisComP,earthquake,,,2.61938763
3137,,ga2019rihoge,2019-09-03 07:21:41,,,,117.5430069,-31.14196014,10.0,,,,,,,,,,,,,,,,,,,,,,,2.009132822,2.00445506,2.0196536280000004,2.090521518,1.0,1.0,2.0,3.0,SWAustralia,53.75453844465773,616.4392826932465,53.75453844465773,616.4392826932465,53.75453844465773,616.4392826932465,53.75453844465773,616.4392826932465,SeisComP,earthquake,,,2.073220173
3138,,ga2019rjztwf,2019-09-04 05:35:43,,,,120.2466965,-18.36402512,10.0,,,,,,,,,,,,,,,,,,,,,,,2.839564758,2.795441319,2.748252073,2.769177864,9.0,9.0,11.0,10.0,SWAustralia,166.5642235182862,785.7983539246499,166.5642235182862,785.7983539246499,166.5642235182862,785.7983539246499,166.5642235182862,785.7983539246499,SeisComP,earthquake,,,2.840473214
3139,,ga2019rkipjq,2019-09-04 10:02:00,,,,120.1674576,-18.30999565,10.0,,,,,,,,,,,,,,,,,,,,,,,2.857327842,2.870890073,2.7237457735,2.6755311295,3.0,6.0,10.0,10.0,SWAustralia,176.85270745309694,782.9548574298353,176.85270745309694,782.9548574298353,176.85270745309694,782.9548574298353,176.85270745309694,782.9548574298353,SeisComP,earthquake,,,2.740409204
3140,,ga2019rlpbsc,2019-09-05 02:21:56,,,,138.3211517,-33.10830307,10.0,,,,,,,,,,,,,,,,,,,,,,,3.4272714774999997,3.251350878,3.302323092,3.279825887,22.0,21.0,25.0,25.0,SAustralia,18.16203356552179,781.5542815999524,18.16203356552179,781.5542815999524,18.16203356552179,781.5542815999524,18.16203356552179,781.5542815999524,SeisComP,earthquake,,,3.136212122
3141,,ga2019rmtdbt,2019-09-05 17:28:42,,,,118.2938461,-33.55602264,10.0,,,,,,,,,,,,,,,,,,,,,,,2.299663804,2.463272351,2.020039321,1.996941065,1.0,3.0,3.0,5.0,SWAustralia,120.50123220552153,767.7172787008226,120.50123220552153,767.7172787008226,120.50123220552153,767.7172787008226,120.50123220552153,767.7172787008226,SeisComP,earthquake,,,2.364613793
3142,,ga2019rnajyq,2019-09-05 21:07:50,,,,120.2035065,-18.14730263,10.0,,,,,,,,,,,,,,,,,,,,,,,2.4738624755,2.704715453,2.2568018005,2.09773522,2.0,1.0,6.0,9.0,SWAustralia,337.0522566498504,797.2918327915512,337.0522566498504,797.2918327915512,337.0522566498504,797.2918327915512,337.0522566498504,797.2918327915512,SeisComP,earthquake,,,2.43602433
3143,,ga2019rnvdnr,2019-09-06 07:34:01,,,,117.9256973,-33.6870842,10.0,,,,,,,,,,,,,,,,,,,,,,,2.4539190055000004,2.5700967875,2.3865395755,2.372512013,6.0,8.0,6.0,7.0,SWAustralia,105.75011314807175,784.43846887919,105.75011314807175,784.43846887919,105.75011314807175,784.43846887919,105.75011314807175,784.43846887919,SeisComP,earthquake,,,2.485179832
3144,,ga2019rqbdsc,2019-09-07 12:44:09,,,,120.2184982,-18.24011421,10.0,,,,,,,,,,,,,,,,,,,,,,,3.558117066,3.567032903,3.50506583,3.5126404485,11.0,11.0,11.0,12.0,SWAustralia,177.42845733626473,792.011478048223,177.42845733626473,792.011478048223,177.42845733626473,792.011478048223,177.42845733626473,792.011478048223,SeisComP,earthquake,,,3.510009265
3145,,ga2019rsvbov,2019-09-09 00:54:09,,,,120.1743774,-18.44662476,10.0,,,,,,,,,,,,,,,,,,,,,,,2.166646411,,2.05395794,1.847932709,1.0,0.0,3.0,3.0,SWAustralia,303.83208329098466,774.148897802348,303.83208329098466,774.148897802348,303.83208329098466,774.148897802348,303.83208329098466,774.148897802348,SeisComP,earthquake,,,2.316184192
3146,,ga2019rtkysb,2019-09-09 08:53:30,,,,117.3935013,-34.74183273,10.0,,,,,,,,,,,,,,,,,,,,,,,2.719625483,2.7324530415,2.573697116,2.4542995249999997,5.0,4.0,7.0,8.0,SWAustralia,40.87500510040635,651.832411200924,40.87500510040635,651.832411200924,40.87500510040635,651.832411200924,40.87500510040635,651.832411200924,SeisComP,earthquake,,,2.451071416
3147,,ga2019rtpvwe,2019-09-09 11:21:08,,,,133.923584,-19.96046257,10.0,,,,,,,,,,,,,,,,,,,,,,,2.389281792,2.363147964,2.179844071,2.208932079,3.0,3.0,3.0,3.0,SWAustralia,45.78159055425398,723.8070940969749,45.78159055425398,723.8070940969749,45.78159055425398,723.8070940969749,45.78159055425398,723.8070940969749,SeisComP,earthquake,,,1.96147802
3148,,ga2019ruekzj,2019-09-09 18:41:04,,,,120.1349564,-18.32645226,10.0,,,,,,,,,,,,,,,,,,,,,,,2.600922503,2.33236345,1.9478272145000002,1.791819822,1.0,2.0,2.0,1.0,SWAustralia,316.40738907915136,779.1358889464885,316.40738907915136,779.1358889464885,316.40738907915136,779.1358889464885,316.40738907915136,779.1358889464885,SeisComP,earthquake,,,2.342744705
3149,,ga2019rvjeku,2019-09-10 10:08:47,,,,112.9578934,-25.38141823,10.0,,,,,,,,,,,,,,,,,,,,,,,3.124228792,3.049442974,2.6809983895,2.53463681,3.0,3.0,4.0,5.0,SWAustralia,153.44984476606655,797.0401027817019,153.44984476606655,797.0401027817019,153.44984476606655,797.0401027817019,153.44984476606655,797.0401027817019,SeisComP,earthquake,,,3.119169015
3150,,ga2019rwutbv,2019-09-11 05:02:08,,,,120.1182404,-18.33962059,10.0,,,,,,,,,,,,,,,,,,,,,,,2.790410207,2.79828085,2.733563449,2.705160681,10.0,9.0,11.0,11.0,SWAustralia,314.7322914477965,776.845532059791,314.7322914477965,776.845532059791,314.7322914477965,776.845532059791,314.7322914477965,776.845532059791,SeisComP,earthquake,,,3.018298853
3151,,ga2019rxcqxd,2019-09-11 09:01:00,,,,127.4865189,-23.52555084,10.0,,,,,,,,,,,,,,,,,,,,,,,4.164363174,4.1412239715,4.164154659499999,4.1452830485,4.0,4.0,4.0,4.0,SWAustralia,186.5494853663243,778.4611439865241,186.5494853663243,778.4611439865241,186.5494853663243,778.4611439865241,186.5494853663243,778.4611439865241,SeisComP,earthquake,,,4.039652057
3152,,ga2019rxtebn,2019-09-11 17:19:03,,,,143.8764191,-32.91017151,10.0,,,,,,,,,,,,,,,,,,,,,,,3.488768121,3.451193929,2.942895425,2.795949526,7.0,9.0,11.0,13.0,SEAustralia,229.00417181930618,785.1922817927048,229.00417181930618,785.1922817927048,229.00417181930618,785.1922817927048,229.00417181930618,785.1922817927048,SeisComP,earthquake,,,2.60116269
3153,,ga2019rxxdnv,2019-09-11 19:19:10,,,,150.8085785,-32.59527206,10.0,,,,,,,,,,,,,,,,,,,,,,,3.6738518995,3.0972434829999997,2.812228239,2.712807778,4.0,6.0,9.0,12.0,SEAustralia,73.70738366711723,788.1927741296122,73.70738366711723,788.1927741296122,73.70738366711723,788.1927741296122,73.70738366711723,788.1927741296122,SeisComP,earthquake,,,2.275186769
3154,,ga2019rydshl,2019-09-11 22:37:17,,,,131.2636414,-34.02504349,10.0,,,,,,,,,,,,,,,,,,,,,,,3.07041775,3.017643972,3.235027833,3.234245283,2.0,2.0,1.0,3.0,SWAustralia,411.99516009022017,765.7329687445066,411.99516009022017,765.7329687445066,411.99516009022017,765.7329687445066,411.99516009022017,765.7329687445066,SeisComP,earthquake,,,2.906149863
3155,,ga2019sayamk,2019-09-13 10:59:04,,,,120.2040634,-18.36172485,10.0,,,,,,,,,,,,,,,,,,,,,,,,,2.319603936,2.272188542,0.0,0.0,15.0,15.0,SWAustralia,170.3362544228501,782.4143816638227,170.3362544228501,782.4143816638227,170.3362544228501,782.4143816638227,170.3362544228501,782.4143816638227,SeisComP,earthquake,,,2.509731497
3156,,ga2019sbbcxm,2019-09-13 12:32:31,,,,117.420517,-34.77673721,10.0,,,,,,,,,,,,,,,,,,,,,,,3.0977940295,3.123719139,2.846673666,2.1323154564999998,4.0,5.0,4.0,6.0,SWAustralia,44.65255461506771,650.9282195751995,44.65255461506771,650.9282195751995,44.65255461506771,650.9282195751995,44.65255461506771,650.9282195751995,SeisComP,earthquake,,,2.071525335
3157,,ga2019sbgkbw,2019-09-13 15:11:38,,,,120.189743,-18.32208061,10.0,,,,,,,,,,,,,,,,,,,,,,,2.689329462,2.676386254,2.168214294,2.084293151,9.0,11.0,16.0,15.0,SWAustralia,317.70448662780825,783.9574294135987,317.70448662780825,783.9574294135987,317.70448662780825,783.9574294135987,317.70448662780825,783.9574294135987,SeisComP,earthquake,,,2.409260002
3158,,ga2019sbyudt,2019-09-14 00:25:57,,,,120.2164383,-18.40952873,10.0,,,,,,,,,,,,,,,,,,,,,,,2.616371509,2.613664298,2.232414711,2.202004882,1.0,1.0,14.0,15.0,SWAustralia,308.58651778785077,780.1775714955346,308.58651778785077,780.1775714955346,308.58651778785077,780.1775714955346,308.58651778785077,780.1775714955346,SeisComP,earthquake,,,2.434073184
3159,,ga2019scmfbe,2019-09-14 07:11:17,,,,120.2609634,-18.24266815,10.0,,,,,,,,,,,,,,,,,,,,,,,2.8481298445,2.830365032,2.4015128399999996,2.338449284,12.0,12.0,14.0,15.0,SWAustralia,327.57994175781425,795.3299216306048,327.57994175781425,795.3299216306048,327.57994175781425,795.3299216306048,327.57994175781425,795.3299216306048,SeisComP,earthquake,,,2.567620688
3160,,ga2019sdkgtv,2019-09-14 19:17:30,,,,120.1876526,-18.27073669,10.0,,,,,,,,,,,,,,,,,,,,,,,3.394750995,2.81501735,2.1292713415,1.985125178,2.0,3.0,8.0,16.0,SWAustralia,323.29181993920594,787.3438213568159,323.29181993920594,787.3438213568159,323.29181993920594,787.3438213568159,323.29181993920594,787.3438213568159,SeisComP,earthquake,,,2.189030749
3161,,ga2019sexqhz,2019-09-15 15:05:12,,,,117.7760086,-32.75163269,10.0,,,,,,,,,,,,,,,,,,,,,,,2.026233496,2.0211495580000003,2.022294837,1.919858821,3.0,4.0,5.0,5.0,SWAustralia,53.934329159774286,682.7169118328992,53.934329159774286,682.7169118328992,53.934329159774286,682.7169118328992,53.934329159774286,682.7169118328992,SeisComP,earthquake,,,2.164404473
3162,,ga2019sflolm,2019-09-15 22:05:31,,,,117.7551422,-30.34548378,10.0,,,,,,,,,,,,,,,,,,,,,,,3.633498109,3.640498569,3.6327625045,3.6265890594999997,15.0,15.0,16.0,16.0,SWAustralia,104.77942955407343,747.9617781652508,104.77942955407343,747.9617781652508,104.77942955407343,747.9617781652508,104.77942955407343,747.9617781652508,SeisComP,earthquake,,,3.434822702
3163,,ga2019sfodup,2019-09-15 23:23:41,,,,117.4588547,-30.34753036,10.0,,,,,,,,,,,,,,,,,,,,,,,3.048645446,3.040727346,2.421194371,2.322932823,5.0,7.0,8.0,10.0,SWAustralia,77.8442749141247,734.3841989213576,77.8442749141247,734.3841989213576,77.8442749141247,734.3841989213576,77.8442749141247,734.3841989213576,SeisComP,earthquake,,,2.517556661
